CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40384662,J & R PIZZA,BROOKLYN,1916,KINGS HIGHWAY,11229.0,7189986627,Pizza,02/12/2014,Violations were cited in the following area(s).,08A,23.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50040490,SLICE,QUEENS,4811,VERNON BLVD,11101.0,7189375423,Pizza,11/10/2015,Violations were cited in the following area(s).,08A,21.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41540355,LITTLE CAESARS,BRONX,119,WEST KINGSBRIDGE ROAD,10468.0,3478430730,Pizza,11/09/2016,Violations were cited in the following area(s).,10F,13.0,A,11/09/2016,04/22/2017,Cycle Inspection / Initial Inspection
50003763,UNCLE JIMMY'S PIZZA,QUEENS,4110,49TH ST,11104.0,7185079099,Pizza,09/29/2015,Violations were cited in the following area(s).,04N,12.0,A,09/29/2015,04/22/2017,Cycle Inspection / Re-inspection
40389175,ROYAL PIZZA,BROOKLYN,945,PENNSYLVANIA AVENUE,11207.0,7182720108,Pizza,10/29/2014,No violations were recorded at the time of this inspection.,,0.0,A,10/29/2014,04/22/2017,Cycle Inspection / Initial Inspection
50010599,DOMINO'S,STATEN ISLAND,1430,RICHMOND AVE,10314.0,9736729900,Pizza,05/19/2014,Violations were cited in the following area(s).,10A,14.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
40937072,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,686,8 AVENUE,10036.0,2123823030,Pizza,06/21/2013,Violations were cited in the following area(s).,02G,7.0,A,06/21/2013,04/22/2017,Cycle Inspection / Re-inspection
40866297,DOMINO'S,BROOKLYN,1772,RALPH AVENUE,11236.0,7187637007,Pizza,07/20/2016,Violations were cited in the following area(s).,22B,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
40945123,FRANK'S PIZZA,BRONX,4106,EAST TREMONT AVENUE,10465.0,7188248070,Pizza,08/09/2016,Violations were cited in the following area(s).,10B,7.0,A,08/09/2016,04/22/2017,Cycle Inspection / Re-inspection
50017280,PIZZA ROLLIO,MANHATTAN,1,W 58TH ST,10019.0,6462621438,Pizza,04/28/2015,Violations were cited in the following area(s).,10I,2.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41236893,NEPTUNE PIZZA,BROOKLYN,3033,CONEY ISLAND AVENUE,11235.0,7189754472,Pizza,07/11/2016,Violations were cited in the following area(s).,10F,13.0,A,07/11/2016,04/22/2017,Cycle Inspection / Initial Inspection
40791157,LA PIAZZA PIZZERIA & RESTAURANT,STATEN ISLAND,1445,RICHMOND AVENUE,10314.0,7183700707,Pizza,02/04/2015,Violations were cited in the following area(s).,06C,29.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40399422,PIZZA CHEF,QUEENS,15381,CROSS ISLAND PARKWAY,11357.0,7187461255,Pizza,06/04/2014,Violations were cited in the following area(s).,08A,9.0,A,06/04/2014,04/22/2017,Cycle Inspection / Re-inspection
41689915,TRIPLE T PIZZA & BURGERS,BRONX,3740,BOSTON ROAD,10469.0,9176425641,Pizza,06/18/2014,Violations were cited in the following area(s).,10F,21.0,B,06/18/2014,04/22/2017,Cycle Inspection / Re-inspection
41273072,ACE PIZZA,QUEENS,6104,MYRTLE AVENUE,11385.0,7184180038,Pizza,05/09/2015,Violations were cited in the following area(s).,02G,9.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50017257,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010.0,2123878200,Pizza,02/24/2015,Violations were cited in the following area(s).,02B,35.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50043179,SABA'S PIZZA,MANHATTAN,403,AMSTERDAM AVE,10024.0,2127871118,Pizza,04/06/2016,Violations were cited in the following area(s).,04L,6.0,,,04/22/2017,Pre-permit (Operational) / Compliance Inspection
41684752,VICTORIO'S PIZZA PLUS,MANHATTAN,348,WEST  145 STREET,10039.0,2122832100,Pizza,03/17/2015,Violations were cited in the following area(s).,02B,10.0,A,03/17/2015,04/22/2017,Cycle Inspection / Initial Inspection
50033921,SORRENTOS PIZZA,BRONX,3891,SEDGWICK AVE,10463.0,7187964148,Pizza,05/07/2015,Violations were cited in the following area(s).,06F,12.0,A,05/07/2015,04/22/2017,Pre-permit (Operational) / Initial Inspection
40395865,PIZZA NOSH,BROOKLYN,2807,NOSTRAND AVENUE,11229.0,7182533200,Pizza,09/17/2014,Violations were cited in the following area(s).,02B,12.0,A,09/17/2014,04/22/2017,Cycle Inspection / Re-inspection
41636558,JOE'S PIZZA,MANHATTAN,211,8 AVENUE,10011.0,2122433226,Pizza,09/26/2013,Violations were cited in the following area(s).,02G,74.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41320212,ANTHONY'S PIZZA,BRONX,686,MORRIS PARK AVE,10462.0,7187926020,Pizza,04/08/2016,Violations were cited in the following area(s).,08A,9.0,A,04/08/2016,04/22/2017,Cycle Inspection / Re-inspection
41600522,LUIGI PIZZERIA & RISTORANTE,MANHATTAN,1701,1 AVENUE,10128.0,2124101910,Pizza,05/29/2015,Violations were cited in the following area(s).,04J,50.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41705628,PIZZA MIA,STATEN ISLAND,529,TOMPKINS AVENUE,10305.0,7187201212,Pizza,04/09/2014,Violations were cited in the following area(s).,02B,19.0,B,04/09/2014,04/22/2017,Cycle Inspection / Re-inspection
50048355,SALITO'S PIZZA & CAFE,QUEENS,9312,LIBERTY AVE,11417.0,9294993159,Pizza,08/12/2016,No violations were recorded at the time of this inspection.,,,,,04/22/2017,Trans Fat / Initial Inspection
50002597,FRANCESCO'S PIZZERIA & TRATTORIA,BROOKLYN,529,HENRY STREET,11231.0,7188340863,Pizza,05/01/2014,Violations were cited in the following area(s).,06C,13.0,A,05/01/2014,04/22/2017,Cycle Inspection / Re-inspection
41416592,SOUTH SHORE LITTLE LEAGUE,STATEN ISLAND,540,PAGE AVENUE,10307.0,7188015465,Pizza,05/26/2016,Violations were cited in the following area(s).,02G,8.0,A,05/26/2016,04/22/2017,Cycle Inspection / Initial Inspection
41647210,SPRINGFIELD & LA BARI PIZZERIA,QUEENS,13613,FARMERS BLVD,11434.0,7182765800,Pizza,10/24/2015,Violations were cited in the following area(s).,10F,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50003763,UNCLE JIMMY'S PIZZA,QUEENS,4110,49TH ST,11104.0,7185079099,Pizza,03/11/2015,Violations were cited in the following area(s).,04L,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41638854,ANTONIO'S PIZZERIA,BROOKLYN,32,COURT STREET,11201.0,7182371700,Pizza,06/05/2015,Violations were cited in the following area(s).,10A,13.0,A,06/05/2015,04/22/2017,Cycle Inspection / Re-inspection
41434872,SAL & PAUL'S PIZZERIA,BROOKLYN,1686,PITKIN AVENUE,11212.0,7189220550,Pizza,09/10/2015,Violations were cited in the following area(s).,09C,12.0,A,09/10/2015,04/22/2017,Cycle Inspection / Initial Inspection
41434872,SAL & PAUL'S PIZZERIA,BROOKLYN,1686,PITKIN AVENUE,11212.0,7189220550,Pizza,04/21/2015,Violations were cited in the following area(s).,10F,9.0,A,04/21/2015,04/22/2017,Cycle Inspection / Re-inspection
50004437,18 EAST GUNHILL PIZZA,BRONX,18,E GUN HILL RD,10467.0,7184057088,Pizza,09/03/2015,Violations were cited in the following area(s).,08A,17.0,B,09/03/2015,04/22/2017,Cycle Inspection / Re-inspection
41426077,GEORGIO'S PIZZERIA,MANHATTAN,20,BEAVER STREET,10004.0,2123616160,Pizza,07/07/2014,Violations were cited in the following area(s).,10F,9.0,A,07/07/2014,04/22/2017,Cycle Inspection / Re-inspection
41605185,MERMAID SPORTS BAR,QUEENS,3106,31 STREET,11106.0,3476425133,Pizza,08/29/2014,No violations were recorded at the time of this inspection.,,,,,04/22/2017,Trans Fat / Re-inspection
41534020,MARK'S PIZZERIA,BROOKLYN,326,VAN BRUNT STREET,11231.0,7186241628,Pizza,08/12/2016,Violations were cited in the following area(s).,04N,10.0,A,08/12/2016,04/22/2017,Cycle Inspection / Initial Inspection
50000869,GOTHAM PIZZA,MANHATTAN,852,EIGHTH AVE,10019.0,2122582288,Pizza,10/07/2016,Violations were cited in the following area(s).,04N,20.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41385659,TONY & TINA'S PIZZA,BRONX,2483,ARTHUR AVENUE,10458.0,7187338094,Pizza,08/26/2015,Violations were cited in the following area(s).,10F,11.0,A,08/26/2015,04/22/2017,Cycle Inspection / Re-inspection
40783967,THE PIZZA PUB / AMPERSAND,MANHATTAN,294,3 AVENUE,10010.0,2124778100,Pizza,08/18/2015,Violations were cited in the following area(s).,10J,14.0,B,08/18/2015,04/22/2017,Cycle Inspection / Re-inspection
50018738,KISS MY SLICE,MANHATTAN,274,W 40TH ST,10018.0,2123919524,Pizza,02/29/2016,Violations were cited in the following area(s).,08A,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41350310,MAMMA'S FAMOUS PIZZA & BURGERS,MANHATTAN,2345,BROADWAY,10024.0,2123628612,Pizza,04/23/2015,Violations were cited in the following area(s).,04F,18.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41572121,LUKE'S PIZZA,BRONX,1226,SOUTHERN BOULEVARD,10459.0,7186187053,Pizza,04/08/2015,Violations were cited in the following area(s).,08A,10.0,A,04/08/2015,04/22/2017,Cycle Inspection / Re-inspection
40692120,NEW ROMA PIZZA,MANHATTAN,116,DELANCY STREET,10002.0,2125337900,Pizza,03/03/2016,Violations were cited in the following area(s).,06E,28.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50012119,JOEY PEPPERONI'S PIZZA,BRONX,114,E FORDHAM RD,10468.0,7183672080,Pizza,07/29/2014,Violations were cited in the following area(s).,04N,10.0,A,07/29/2014,04/22/2017,Pre-permit (Operational) / Re-inspection
41600522,LUIGI PIZZERIA & RISTORANTE,MANHATTAN,1701,1 AVENUE,10128.0,2124101910,Pizza,06/22/2015,Violations were cited in the following area(s).,02G,19.0,B,06/22/2015,04/22/2017,Cycle Inspection / Re-inspection
40661232,BELMORA PIZZA & RESTAURANT,MANHATTAN,139,EAST   57 STREET,10022.0,2129352080,Pizza,01/31/2017,Violations were cited in the following area(s).,04M,13.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41046279,CHUCK E. CHEESE'S,BROOKLYN,139,FLATBUSH AVENUE,11217.0,7182308245,Pizza,09/08/2016,Violations were cited in the following area(s).,10B,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41245491,GOTHAM PIZZA,MANHATTAN,1443,YORK AVENUE,10075.0,2122888085,Pizza,01/07/2015,Violations were cited in the following area(s).,10F,5.0,A,01/07/2015,04/22/2017,Cycle Inspection / Initial Inspection
50002597,FRANCESCO'S PIZZERIA & TRATTORIA,BROOKLYN,529,HENRY STREET,11231.0,7188340863,Pizza,11/17/2016,Violations were cited in the following area(s).,06D,34.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41434866,BELLA VITA,MANHATTAN,158,WEST   58 STREET,10019.0,2126647670,Pizza,10/21/2014,Violations were cited in the following area(s).,02B,26.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50007460,KRUST PIZZA,MANHATTAN,226,E 14TH ST,10003.0,2125108869,Pizza,01/21/2016,Violations were cited in the following area(s).,02G,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41351576,LEAN CRUST/ Silver Spoon,BROOKLYN,737,FULTON STREET,11217.0,7188527567,Pizza,04/14/2014,Violations were cited in the following area(s).,02B,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40677193,BIG JONS PIZZA & RESTAURANT,QUEENS,21911,JAMAICA AVENUE,11428.0,7184685951,Pizza,03/20/2017,Violations were cited in the following area(s).,06C,9.0,A,03/20/2017,04/22/2017,Cycle Inspection / Initial Inspection
50037394,KRAZY CHICKEN & PIZZA,BROOKLYN,299,MALCOLM X BLVD,11233.0,7184847761,Pizza,08/17/2015,Violations were cited in the following area(s).,09A,7.0,A,08/17/2015,04/22/2017,Pre-permit (Operational) / Initial Inspection
41571471,LITTLE CAESARS,QUEENS,14605,JAMAICA AVENUE,11435.0,7182973450,Pizza,03/20/2015,Violations were cited in the following area(s).,10F,13.0,A,03/20/2015,04/22/2017,Cycle Inspection / Re-inspection
41286915,PIZZA HUT,BRONX,2829,EDSON AVENUE,10469.0,7183200126,Pizza,03/24/2016,Violations were cited in the following area(s).,06C,10.0,A,03/24/2016,04/22/2017,Cycle Inspection / Initial Inspection
50038967,PAPA JOHN'S,MANHATTAN,2119,1ST AVE,10029.0,2129967272,Pizza,07/20/2016,Violations were cited in the following area(s).,04A,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41586332,OLGA'S PIZZA,MANHATTAN,3409,BROADWAY,10031.0,2122347878,Pizza,10/13/2015,Violations were cited in the following area(s).,06B,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50005160,FAMOUS FAMIGLIA PIZZERIA,QUEENS,7420,ROOSEVELT AVE,11372.0,7184572500,Pizza,03/05/2015,Violations were cited in the following area(s).,09C,4.0,A,03/05/2015,04/22/2017,Cycle Inspection / Initial Inspection
50034380,KRAVE IT,QUEENS,4015,BELL BLVD,11361.0,3478368713,Pizza,03/22/2016,Violations were cited in the following area(s).,08A,31.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41481755,LITTLE ANTHONYS DELI & PIZZA,QUEENS,15019,LIBERTY AVENUE,11433.0,7185236700,Pizza,05/07/2014,Violations were cited in the following area(s).,10F,20.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40400898,VILLAGE MARIA PIZZA II,STATEN ISLAND,768,MANOR ROAD,10314.0,7183701818,Pizza,10/02/2014,Violations were cited in the following area(s).,06D,35.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41637665,TONY'S FAMOUS PIZZA,BROOKLYN,3145,FULTON STREET,11208.0,7188271994,Pizza,09/24/2016,Violations were cited in the following area(s).,08A,26.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41501115,MILANO'S PIZZERIA,MANHATTAN,2255,2 AVENUE,10029.0,2129965141,Pizza,10/24/2013,Violations were cited in the following area(s).,06D,5.0,A,10/24/2013,04/22/2017,Cycle Inspection / Re-inspection
50001940,MERILU PIZZA AL METRO,MANHATTAN,791,9TH AVE,10019.0,2125415012,Pizza,04/25/2014,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,68.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50047029,3 BROS 99 CENT PIZZA,QUEENS,2503,30TH AVE,11102.0,7187777133,Pizza,09/01/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,54.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41177892,LAKE COMO PIZZA,MANHATTAN,2549,AMSTERDAM AVENUE,10033.0,2127400110,Pizza,03/31/2014,Establishment re-opened by DOHMH,04L,10.0,P,03/31/2014,04/22/2017,Cycle Inspection / Reopening Inspection
50037424,MAX'S PIZZERIA,QUEENS,NKA,JFK TRAVEL PLAZA,11430.0,7182448771,Pizza,09/29/2015,Violations were cited in the following area(s).,06A,12.0,A,09/29/2015,04/22/2017,Cycle Inspection / Initial Inspection
50017150,MAMANI PIZZA,MANHATTAN,151,AVENUE A,10009.0,2123881715,Pizza,01/28/2015,Violations were cited in the following area(s).,02B,9.0,A,01/28/2015,04/22/2017,Pre-permit (Operational) / Re-inspection
41391794,BEST PIZZA ON 1ST.,MANHATTAN,1038,1 AVENUE,10022.0,2126448400,Pizza,05/13/2015,Violations were cited in the following area(s).,06A,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40398910,JOE'S PIZZA,BRONX,1858,ARCHER STREET,10460.0,7189310226,Pizza,08/27/2013,Establishment re-closed by DOHMH,10A,13.0,,,04/22/2017,Cycle Inspection / Reopening Inspection
40386303,PIZZA PLUS,BROOKLYN,359,SEVENTH AVENUE,11215.0,7187685327,Pizza,07/10/2013,Violations were cited in the following area(s).,09C,5.0,A,07/10/2013,04/22/2017,Cycle Inspection / Initial Inspection
41459932,FARMERS PIZZA & GRILL,QUEENS,11725,FARMERS BOULEVARD,11412.0,7187232003,Pizza,09/21/2015,Violations were cited in the following area(s).,04N,28.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40716299,CHUCK E. CHEESE'S,STATEN ISLAND,1775,SOUTH AVENUE,10314.0,7184941395,Pizza,06/25/2015,Violations were cited in the following area(s).,06A,33.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41636558,JOE'S PIZZA,MANHATTAN,211,8 AVENUE,10011.0,2122433226,Pizza,10/18/2013,Violations were cited in the following area(s).,02G,20.0,B,10/18/2013,04/22/2017,Cycle Inspection / Re-inspection
40386303,PIZZA PLUS,BROOKLYN,359,SEVENTH AVENUE,11215.0,7187685327,Pizza,01/21/2015,Violations were cited in the following area(s).,10F,12.0,A,01/21/2015,04/22/2017,Cycle Inspection / Re-inspection
40399867,DOMINO'S,MANHATTAN,181,CHURCH STREET,10007.0,2125668888,Pizza,05/20/2014,Violations were cited in the following area(s).,10F,42.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41204340,TINY'S PIZZA & PASTA,BRONX,1113,GRANT AVENUE,10456.0,7182938346,Pizza,10/28/2013,Violations were cited in the following area(s).,04L,8.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50008497,PIZZA HEAVEN,BROOKLYN,3009,AVENUE N,11210.0,7183381300,Pizza,02/06/2017,Violations were cited in the following area(s).,02B,11.0,A,02/06/2017,04/22/2017,Cycle Inspection / Re-inspection
41394169,PIAZZA PIZZA,QUEENS,3106,42 STREET,11103.0,7187778118,Pizza,02/19/2014,Violations were cited in the following area(s).,10F,11.0,A,02/19/2014,04/22/2017,Cycle Inspection / Initial Inspection
40742996,DOMINO'S,BROOKLYN,1758,PITKIN AVENUE,11212.0,7183854545,Pizza,05/30/2014,Violations were cited in the following area(s).,05D,12.0,A,05/30/2014,04/22/2017,Cycle Inspection / Re-inspection
41110540,PIZZA CENTRAL OF BROOKLYN,BROOKLYN,941,MCDONALD AVENUE,11218.0,7186330600,Pizza,09/20/2016,Violations were cited in the following area(s).,04N,13.0,A,09/20/2016,04/22/2017,Cycle Inspection / Re-inspection
40878675,TACO BELL PIZZA HUT EXPRESS,MANHATTAN,173,EAST  116 STREET,10029.0,2122897297,Pizza,03/04/2014,Violations were cited in the following area(s).,04L,26.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40820348,DOMINO'S,BROOKLYN,3901,4 AVENUE,11232.0,7186333733,Pizza,03/24/2016,Violations were cited in the following area(s).,20E,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
41450085,VINNY VINCENZ,MANHATTAN,231,1 AVENUE,10003.0,2126740707,Pizza,02/17/2017,Violations were cited in the following area(s).,10I,13.0,A,02/17/2017,04/22/2017,Cycle Inspection / Initial Inspection
41241252,WORLD PIE,BROOKLYN,404,COURT STREET,11231.0,7188520240,Pizza,11/21/2014,Violations were cited in the following area(s).,04L,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40645559,BAYRIDGE PIZZA,BROOKLYN,7704,5 AVENUE,11209.0,7186805405,Pizza,08/18/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,45.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41642227,CROSBY PIZZA STOP,BRONX,1731,CROSBY AVENUE,10461.0,7188238980,Pizza,04/09/2014,Violations were cited in the following area(s).,02B,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41636558,JOE'S PIZZA,MANHATTAN,211,8 AVENUE,10011.0,2122433226,Pizza,03/26/2015,Violations were cited in the following area(s).,10H,11.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50001702,D'ANGELO'S PIZZA,QUEENS,82-37,164 STREET,11432.0,7183808900,Pizza,09/03/2013,Violations were cited in the following area(s).,10B,9.0,A,09/03/2013,04/22/2017,Pre-permit (Operational) / Re-inspection
50016840,PAPA JOHN'S,BROOKLYN,146,LAWRENCE ST,11201.0,3474999712,Pizza,07/14/2015,Violations were cited in the following area(s).,04N,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41652560,$1 PIZZA $2 BEER,MANHATTAN,95,MACDOUGAL STREET,10012.0,2122555090,Pizza,07/19/2016,Violations were cited in the following area(s).,02B,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40375286,LA VILLA DE PIZZA & RESTAURANT,QUEENS,8207,153 AVENUE,11414.0,7186418259,Pizza,06/09/2016,Violations were cited in the following area(s).,06F,24.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50000222,PAPA JOHN'S,QUEENS,8953,FRANCIS LEWIS BLVD,11427.0,7182647272,Pizza,07/23/2015,Violations were cited in the following area(s).,04J,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41705867,PIZZA NOVA,MANHATTAN,150,DYCKMAN STREET,10040.0,2123048333,Pizza,07/03/2014,Violations were cited in the following area(s).,02G,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41719692,ANDRE'S PIZZA,QUEENS,2519,40 AVENUE,11101.0,7184721932,Pizza,11/19/2013,Violations were cited in the following area(s).,04N,11.0,A,11/19/2013,04/22/2017,Cycle Inspection / Initial Inspection
41428965,IGGY'S PIZZERIA,MANHATTAN,173,1 AVENUE,10003.0,2123533331,Pizza,03/06/2017,Violations were cited in the following area(s).,06D,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50017257,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010.0,2123878200,Pizza,09/29/2016,Violations were cited in the following area(s).,08A,24.0,B,09/29/2016,04/22/2017,Cycle Inspection / Re-inspection
40383496,THE GROTTO,MANHATTAN,69,NEW STREET,10004.0,2128096991,Pizza,11/21/2014,Violations were cited in the following area(s).,06A,11.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50044818,J&M PIZZA,QUEENS,263,BEACH 20TH ST,11691.0,7189540034,Pizza,02/17/2016,Violations were cited in the following area(s).,06C,25.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
40744492,PRONTO PIZZA,BROOKLYN,2928,AVENUE R,11229.0,7186274983,Pizza,02/27/2014,Violations were cited in the following area(s).,05D,18.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41380885,MAMA TINA'S PIZZA,MANHATTAN,2649,FRDERICK DOUGLASS BOULEVARD,10030.0,2123682820,Pizza,01/14/2015,Violations were cited in the following area(s).,10F,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50009998,DADDY GREENS,BROOKLYN,352,MALCOLM X BLVD,11233.0,7184842142,Pizza,04/04/2017,Violations were cited in the following area(s).,04C,12.0,A,04/04/2017,04/22/2017,Cycle Inspection / Initial Inspection
50006691,REYS PIZZERIA & RERSTAURANT,QUEENS,9513,NORTHERN BLVD,11372.0,7184240991,Pizza,06/13/2016,Violations were cited in the following area(s).,04L,16.0,B,06/13/2016,04/22/2017,Cycle Inspection / Re-inspection
50014519,PAPA JOHN'S,BRONX,362,E 204TH ST,10467.0,7185477272,Pizza,04/18/2017,Violations were cited in the following area(s).,08A,14.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41538121,SLICE & CO. BRICK OVEN PIZZA,MANHATTAN,527,6 AVENUE,10011.0,2122556333,Pizza,12/16/2014,No violations were recorded at the time of this inspection.,,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
41586332,OLGA'S PIZZA,MANHATTAN,3409,BROADWAY,10031.0,2122347878,Pizza,11/02/2015,Violations were cited in the following area(s).,10F,11.0,A,11/02/2015,04/22/2017,Cycle Inspection / Re-inspection
50005690,M & U Pizzeria,BROOKLYN,7502,18TH AVE,11214.0,7182365661,Pizza,08/18/2016,Violations were cited in the following area(s).,06F,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41575103,PAPA JOHN'S,QUEENS,4012,GREENPOINT AVENUE,11104.0,7187847272,Pizza,06/17/2015,Violations were cited in the following area(s).,10F,8.0,A,06/17/2015,04/22/2017,Cycle Inspection / Initial Inspection
41517086,GIUSEPPINA'S BRICK OVEN,BROOKLYN,691,6 AVENUE,11215.0,7184995052,Pizza,09/04/2014,Violations were cited in the following area(s).,10B,11.0,A,09/04/2014,04/22/2017,Cycle Inspection / Initial Inspection
50013567,ANDY'S CAFE,QUEENS,2339,ASTORIA BLVD,11102.0,7186068745,Pizza,11/25/2014,Violations were cited in the following area(s).,04H,37.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40893866,DOMINO'S,MANHATTAN,227,WEST   40 STREET,10018.0,2129440400,Pizza,09/08/2016,Violations were cited in the following area(s).,04A,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40877741,J 'S PIZZA,MANHATTAN,98,7 AVENUE,10011.0,2129299007,Pizza,01/26/2016,Violations were cited in the following area(s).,08A,9.0,A,01/26/2016,04/22/2017,Cycle Inspection / Re-inspection
40783967,THE PIZZA PUB / AMPERSAND,MANHATTAN,294,3 AVENUE,10010.0,2124778100,Pizza,09/09/2013,Violations were cited in the following area(s).,20F,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
41295972,PAPA JOHN'S,BROOKLYN,529,STANLEY AVENUE,11207.0,7182727272,Pizza,06/04/2014,Violations were cited in the following area(s).,02G,8.0,A,06/04/2014,04/22/2017,Cycle Inspection / Re-inspection
40692120,NEW ROMA PIZZA,MANHATTAN,116,DELANCY STREET,10002.0,2125337900,Pizza,09/22/2015,Violations were cited in the following area(s).,02B,31.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41384857,TONY'S PIZZA,BRONX,4189,WHITE PLAINS ROAD,10466.0,7185196043,Pizza,02/10/2015,Violations were cited in the following area(s).,08A,9.0,A,02/10/2015,04/22/2017,Cycle Inspection / Re-inspection
40742997,DOMINO'S,BRONX,3611,KINGSBRIDGE AVENUE,10463.0,7186013030,Pizza,09/15/2014,Violations were cited in the following area(s).,10F,12.0,A,09/15/2014,04/22/2017,Cycle Inspection / Re-inspection
50006200,PAPA JOHN'S,BRONX,2241,WESTCHESTER AVE,10462.0,7185977272,Pizza,07/22/2015,Violations were cited in the following area(s).,10B,12.0,A,07/22/2015,04/22/2017,Cycle Inspection / Re-inspection
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,BROOKLYN,548550,FLATBUSH AVENUE,11225.0,7182871277,Pizza,06/12/2014,Violations were cited in the following area(s).,08A,56.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50002422,TAGLIERE,QUEENS,000,JFK INTERNATIONAL AIRPORT,11430.0,6464835087,Pizza,09/25/2014,Violations were cited in the following area(s).,08A,18.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40398899,KNAPP ST PIZZA II,BROOKLYN,261,AVENUE X,11223.0,7183760174,Pizza,07/29/2015,Violations were cited in the following area(s).,04M,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41543722,DOMINO'S,MANHATTAN,736,WEST  181 STREET,10033.0,2127813700,Pizza,02/19/2016,Violations were cited in the following area(s).,10J,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40867812,RUBENS PIZZERIA-EL POLLO PERUVIAN CUISINE,BROOKLYN,1533,70 STREET,11228.0,7183318821,Pizza,07/05/2016,Violations were cited in the following area(s).,10B,41.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50049300,ABITINO'S PIZZA,MANHATTAN,730,10TH AVE,10019.0,2125431234,Pizza,07/28/2016,Violations were cited in the following area(s).,06B,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
